Repository,Type,YAML File Name,YAML File Path,YAML File Link,Status,Line Number,Level,Rule,Description
gp_btp_repo,private,jb_btp_hr_operating_units_ref_alpha.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_alpha.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_alpha.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_bravo.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_bravo.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_bravo.yml,Non-Compliant,37:45,error,new-line-at-end-of-file,37:45: no new line character at the end of file (new-line-at-end-of-file)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_charlie.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_charlie.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_charlie.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_controls_sap.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_controls_sap.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_controls_sap.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (97 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_foxtrot.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_foxtrot.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_foxtrot.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_powermax.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_powermax.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_powermax.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (98 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_sap_repairs.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_sap_repairs.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_sap_repairs.yml,Non-Compliant,37:45,error,new-line-at-end-of-file,37:45: no new line character at the end of file (new-line-at-end-of-file)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_sierra.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_sierra.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_sierra.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_ssp5r12.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_ssp5r12.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_ssp5r12.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (106 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_uniform.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_uniform.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_uniform.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (103 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_zeal.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_zeal.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_zeal.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_idm_employee_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_idm_employee_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_idm_employee_ref.yml,Non-Compliant,37:45,error,new-line-at-end-of-file,37:45: no new line character at the end of file (new-line-at-end-of-file)
gp_btp_repo,private,jb_btp_indirect_commodity_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_indirect_commodity_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_indirect_commodity_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (94 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_legal_limits_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_legal_limits_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_legal_limits_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (92 > 80 characters) (line-length)
